year,make,model,body_styles,sub_models
2019,Acura,ILX,"[""Sedan""]"
2019,Acura,MDX,"[""SUV""]"
2019,Acura,NSX,"[""Coupe""]"
2019,Acura,RDX,"[""SUV""]"
2019,Acura,RLX,"[""Sedan""]"
2019,Acura,TLX,"[""Sedan""]"
2019,Alfa Romeo,4C Spider,"[""Convertible""]"
2019,Alfa Romeo,Giulia,"[""Sedan""]"
2019,Alfa Romeo,Stelvio,"[""SUV""]"
2019,Aston Martin,DB11,"[""Coupe"",""Convertible""]"
2019,Aston Martin,DBS Superleggera,"[""Coupe""]"
2019,Aston Martin,Vantage,"[""Coupe""]"
2019,Audi,A3,"[""Convertible"",""Sedan""]"
2019,Audi,A4,"[""Sedan"",""Wagon""]"
2019,Audi,A5,"[""Coupe"",""Sedan"",""Convertible""]"
2019,Audi,A6,"[""Sedan""]"
2019,Audi,A7,"[""Sedan""]"
2019,Audi,A8,"[""Sedan""]"
2019,Audi,e-tron,"[""SUV""]"
2019,Audi,Q3,"[""SUV""]"
2019,Audi,Q5,"[""SUV""]"
2019,Audi,Q7,"[""SUV""]"
2019,Audi,Q8,"[""SUV""]"
2019,Audi,RS 3,"[""Sedan""]"
2019,Audi,RS 5,"[""Sedan"",""Coupe""]"
2019,Audi,S3,"[""Sedan""]"
2019,Audi,S4,"[""Sedan""]"
2019,Audi,S5,"[""Sedan"",""Coupe"",""Convertible""]"
2019,Audi,SQ5,"[""SUV""]"
2019,Audi,TT,"[""Coupe""]"
2019,Bentley,Bentayga,"[""SUV""]"
2019,Bentley,Mulsanne,"[""Sedan""]"
2019,BMW,2 Series,"[""Coupe"",""Convertible""]"
2019,BMW,3 Series,"[""Sedan"",""Wagon""]"
2019,BMW,4 Series,"[""Convertible"",""Sedan"",""Coupe""]","[""440""]"
2019,BMW,5 Series,"[""Sedan""]","[""530"",""530e""]"
2019,BMW,6 Series,"[""Sedan""]"
2019,BMW,7 Series,"[""Sedan""]"
2019,BMW,8 Series,"[""Coupe"",""Convertible""]"
2019,BMW,i3,"[""Hatchback""]"
2019,BMW,i8,"[""Convertible"",""Coupe""]"
2019,BMW,M2,"[""Coupe""]"
2019,BMW,M4,"[""Coupe"",""Convertible""]"
2019,BMW,M5,"[""Sedan""]","[""M550""]"
2019,BMW,M6,"[""Coupe""]"
2019,BMW,X1,"[""SUV""]"
2019,BMW,X2,"[""SUV""]"
